# ratesweep 127.0.0.1:47190 bound 1e-05 1e-09 (A.3 default)
config	epoch_tt	object	lon_err	lat_err	dist_err_au_per_day	dist_err_per_au	flag
geo apparent, true of date, ecliptic	2461300.5	Moon mean aphelion	2.0548e-08	2.2017e-10	1.6589e-14	1.6589e-14	
geo apparent, true of date, ecliptic	2461300.5	Moon osc aphelion	6.2571e-08	2.9837e-09	8.6995e-14	8.6995e-14	
geo apparent, true of date, ecliptic	2461300.5	Mercury mean asc node	3.1710e-12	1.7945e-11	5.1100e-13	5.1100e-13	
geo apparent, true of date, ecliptic	2461300.5	Mercury osc asc node	3.6414e-11	1.2293e-11	2.1173e-13	2.1173e-13	
geo apparent, true of date, ecliptic	2461300.5	Mercury mean desc node	1.8764e-11	1.0147e-12	2.5245e-13	1.9127e-13	
geo apparent, true of date, ecliptic	2461300.5	Mercury osc desc node	5.4372e-11	2.7672e-13	3.6603e-14	2.7732e-14	
geo apparent, true of date, ecliptic	2461300.5	Mercury mean perihelion	2.9369e-11	7.3937e-12	7.2295e-13	7.1035e-13	
geo apparent, true of date, ecliptic	2461300.5	Mercury osc perihelion	1.0619e-11	2.1119e-11	1.0117e-12	9.9410e-13	
geo apparent, true of date, ecliptic	2461300.5	Mercury mean aphelion	1.5838e-12	1.4117e-11	9.9075e-13	8.5794e-13	
geo apparent, true of date, ecliptic	2461300.5	Mercury osc aphelion	6.1140e-11	2.6323e-12	2.2457e-12	1.9447e-12	
geo apparent, true of date, ecliptic	2461300.5	Venus mean asc node	1.4402e-10	3.5030e-11	5.0865e-12	4.3816e-12	
geo apparent, true of date, ecliptic	2461300.5	Venus osc asc node	1.6319e-10	2.7059e-11	3.1345e-12	2.7001e-12	
geo apparent, true of date, ecliptic	2461300.5	Venus mean desc node	3.2764e-11	9.2783e-13	2.1106e-12	1.6087e-12	
geo apparent, true of date, ecliptic	2461300.5	Venus osc desc node	8.2082e-11	8.4448e-12	2.8700e-12	2.1876e-12	
geo apparent, true of date, ecliptic	2461300.5	Venus mean perihelion	3.8726e-11	6.1248e-12	1.9313e-13	1.1990e-13	
geo apparent, true of date, ecliptic	2461300.5	Venus osc perihelion	1.3160e-09	3.9230e-11	1.7203e-11	1.0681e-11	
geo apparent, true of date, ecliptic	2461300.5	Venus mean aphelion	5.7993e-11	1.7477e-11	4.3934e-13	4.3934e-13	
geo apparent, true of date, ecliptic	2461300.5	Venus osc aphelion	2.2452e-10	5.8453e-10	7.4274e-11	7.4274e-11	
geo apparent, true of date, ecliptic	2461300.5	Mars mean asc node	2.1003e-10	9.7292e-12	3.4205e-12	2.7890e-12	
geo apparent, true of date, ecliptic	2461300.5	Mars osc asc node	1.1149e-09	5.1600e-12	2.2064e-11	1.7989e-11	
geo apparent, true of date, ecliptic	2461300.5	Mars mean desc node	2.8316e-10	1.5938e-11	4.9704e-12	2.1834e-12	
geo apparent, true of date, ecliptic	2461300.5	Mars osc desc node	8.5874e-11	5.6698e-12	1.2476e-12	5.4809e-13	
geo apparent, true of date, ecliptic	2461300.5	Mars mean perihelion	7.5910e-12	2.2756e-11	1.9534e-13	1.9534e-13	
geo apparent, true of date, ecliptic	2461300.5	Mars osc perihelion	5.2126e-10	2.8893e-11	3.8784e-12	3.8784e-12	
geo apparent, true of date, ecliptic	2461300.5	Mars mean aphelion	4.0796e-11	1.4570e-12	4.0678e-12	1.5399e-12	
geo apparent, true of date, ecliptic	2461300.5	Mars osc aphelion	5.8854e-12	1.8719e-12	7.2875e-13	2.7591e-13	
geo apparent, true of date, ecliptic	2461300.5	Jupiter mean asc node	2.8271e-10	3.1624e-12	9.8958e-12	1.7849e-12	
geo apparent, true of date, ecliptic	2461300.5	Jupiter osc asc node	1.4559e-10	2.8803e-11	3.0001e-12	5.4096e-13	
geo apparent, true of date, ecliptic	2461300.5	Jupiter mean desc node	8.1866e-10	4.1176e-11	1.6757e-11	3.3414e-12	
geo apparent, true of date, ecliptic	2461300.5	Jupiter osc desc node	5.7771e-10	9.7154e-12	1.0937e-11	2.1818e-12	
geo apparent, true of date, ecliptic	2461300.5	Jupiter mean perihelion	9.6647e-12	1.3784e-13	2.8007e-12	6.9541e-13	
geo apparent, true of date, ecliptic	2461300.5	Jupiter osc perihelion	1.5652e-09	1.9397e-12	1.1028e-11	2.7405e-12	
geo apparent, true of date, ecliptic	2461300.5	Jupiter mean aphelion	3.0036e-11	3.1712e-13	3.6407e-12	5.6850e-13	
geo apparent, true of date, ecliptic	2461300.5	Jupiter osc aphelion	1.8944e-10	7.0252e-12	3.7745e-12	5.8924e-13	
geo apparent, true of date, ecliptic	2461300.5	Saturn mean asc node	2.7962e-10	1.4815e-11	1.3532e-12	1.4098e-13	
geo apparent, true of date, ecliptic	2461300.5	Saturn osc asc node	4.6613e-10	1.5246e-11	1.9959e-12	2.0827e-13	
geo apparent, true of date, ecliptic	2461300.5	Saturn mean desc node	1.8500e-10	2.7042e-11	1.0301e-11	1.0752e-12	
geo apparent, true of date, ecliptic	2461300.5	Saturn osc desc node	5.4140e-10	3.8692e-11	8.9115e-12	9.3158e-13	
geo apparent, true of date, ecliptic	2461300.5	Saturn mean perihelion	1.7123e-11	2.8279e-12	5.5198e-12	5.9767e-13	
geo apparent, true of date, ecliptic	2461300.5	Saturn osc perihelion	5.9657e-10	8.2627e-14	3.0326e-12	3.2892e-13	
geo apparent, true of date, ecliptic	2461300.5	Saturn mean aphelion	2.0956e-11	2.3550e-11	5.8113e-12	5.8258e-13	
geo apparent, true of date, ecliptic	2461300.5	Saturn osc aphelion	2.2517e-10	2.3827e-11	2.7858e-12	2.7969e-13	
geo apparent, true of date, ecliptic	2461300.5	Moon natural apogee	6.0758e-08	5.0298e-10	8.6069e-15	8.6069e-15	
geo apparent, true of date, ecliptic	2461300.5	Moon natural perigee	1.0870e-08	4.7730e-10	1.8589e-14	1.8589e-14	
geo apparent, true of date, ecliptic	2461300.5	Sirius	2.6245e-11	2.7980e-11	3.8546e-07	7.0871e-13	OVER
geo apparent, true of date, ecliptic	2461300.5	Vega	1.6578e-11	8.3006e-12	4.0273e-07	2.5429e-13	OVER
geo apparent, true of date, ecliptic	2461300.5	Polaris	7.5068e-15	8.7017e-12	2.0011e-05	7.3149e-13	OVER
geo apparent, true of date, ecliptic	2461300.5	Rigil Kentaurus	2.0780e-13	9.7832e-12	4.9194e-08	1.8010e-13	OVER
geo apparent, true of date, ecliptic	2488069.5	Sun	1.3334e-11	1.4610e-11	6.9914e-14	6.9914e-14	
geo apparent, true of date, ecliptic	2488069.5	Moon	2.4699e-09	3.1938e-09	1.1805e-13	1.1805e-13	
geo apparent, true of date, ecliptic	2488069.5	Mercury	1.5653e-11	1.9978e-11	3.7951e-13	2.7380e-13	
geo apparent, true of date, ecliptic	2488069.5	Venus	2.5632e-11	2.6557e-12	1.2848e-12	1.1413e-12	
geo apparent, true of date, ecliptic	2488069.5	Earth					unanswered errCode 2
geo apparent, true of date, ecliptic	2488069.5	Mars	1.6836e-11	3.4343e-11	1.0415e-12	1.0415e-12	
geo apparent, true of date, ecliptic	2488069.5	Jupiter	2.5938e-12	4.0882e-12	6.5227e-12	1.1761e-12	
geo apparent, true of date, ecliptic	2488069.5	Saturn	2.0516e-11	2.7406e-12	3.4025e-12	3.4459e-13	
geo apparent, true of date, ecliptic	2488069.5	Uranus	1.8878e-11	4.1739e-12	4.3014e-12	2.1697e-13	
geo apparent, true of date, ecliptic	2488069.5	Neptune	1.9749e-11	6.4598e-12	7.7224e-12	2.5910e-13	
geo apparent, true of date, ecliptic	2488069.5	Pluto	4.0421e-11	1.5557e-11	3.4878e-11	7.1802e-13	
geo apparent, true of date, ecliptic	2488069.5	Moon mean asc node	6.2699e-10	4.7073e-09	3.5618e-14	3.5618e-14	
geo apparent, true of date, ecliptic	2488069.5	Moon osc asc node	6.0974e-09	2.2949e-10	9.3334e-13	9.3334e-13	
geo apparent, true of date, ecliptic	2488069.5	Moon mean desc node	6.9732e-09	6.1937e-09	1.4644e-13	1.4644e-13	
geo apparent, true of date, ecliptic	2488069.5	Moon osc desc node	3.7918e-09	1.5456e-09	2.9829e-13	2.9829e-13	
geo apparent, true of date, ecliptic	2488069.5	Moon mean perihelion	2.6666e-07	2.4584e-08	1.3092e-13	1.3092e-13	
geo apparent, true of date, ecliptic	2488069.5	Moon osc perihelion	8.8784e-08	1.2311e-08	2.8839e-13	2.8839e-13	
geo apparent, true of date, ecliptic	2488069.5	Moon mean aphelion	1.2543e-07	8.1923e-09	1.9290e-13	1.9290e-13	
geo apparent, true of date, ecliptic	2488069.5	Moon osc aphelion	2.1252e-06	1.8600e-07	1.2220e-11	1.2220e-11	
geo apparent, true of date, ecliptic	2488069.5	Mercury mean asc node	2.7658e-11	3.2543e-12	5.6912e-14	5.6912e-14	
geo apparent, true of date, ecliptic	2488069.5	Mercury osc asc node	7.1703e-12	7.6920e-12	3.1444e-13	3.1444e-13	
geo apparent, true of date, ecliptic	2488069.5	Mercury mean desc node	1.9400e-11	1.0742e-11	3.7334e-13	2.8395e-13	
geo apparent, true of date, ecliptic	2488069.5	Mercury osc desc node	1.5640e-11	3.0003e-11	1.1789e-12	8.9666e-13	
geo apparent, true of date, ecliptic	2488069.5	Mercury mean perihelion	3.5458e-11	6.8274e-12	4.6243e-13	4.6243e-13	
geo apparent, true of date, ecliptic	2488069.5	Mercury osc perihelion	6.1114e-11	3.9152e-11	1.2753e-12	1.2753e-12	
geo apparent, true of date, ecliptic	2488069.5	Mercury mean aphelion	2.5125e-11	3.9424e-11	7.0869e-13	4.9672e-13	
geo apparent, true of date, ecliptic	2488069.5	Mercury osc aphelion	5.5004e-12	3.0912e-11	7.8254e-13	5.4848e-13	
geo apparent, true of date, ecliptic	2488069.5	Venus mean asc node	7.2815e-11	3.1824e-11	2.9503e-12	2.9503e-12	
geo apparent, true of date, ecliptic	2488069.5	Venus osc asc node	7.4037e-11	3.1386e-12	2.3670e-12	2.3670e-12	
geo apparent, true of date, ecliptic	2488069.5	Venus mean desc node	7.2709e-11	4.0685e-12	1.3650e-13	8.1454e-14	
geo apparent, true of date, ecliptic	2488069.5	Venus osc desc node	4.0860e-10	2.6154e-12	2.9130e-12	1.7383e-12	
geo apparent, true of date, ecliptic	2488069.5	Venus mean perihelion	4.5683e-11	1.2226e-12	2.4792e-13	2.4792e-13	
geo apparent, true of date, ecliptic	2488069.5	Venus osc perihelion	1.6496e-09	6.6595e-10	7.5069e-11	7.5069e-11	
geo apparent, true of date, ecliptic	2488069.5	Venus mean aphelion	7.0677e-12	2.2007e-12	7.3542e-13	4.4705e-13	
geo apparent, true of date, ecliptic	2488069.5	Venus osc aphelion	8.9149e-10	1.7605e-11	7.2342e-12	4.3973e-12	
geo apparent, true of date, ecliptic	2488069.5	Mars mean asc node	6.6954e-10	1.5453e-11	1.0757e-11	9.5133e-12	
geo apparent, true of date, ecliptic	2488069.5	Mars osc asc node	1.0561e-09	2.0446e-12	1.9321e-11	1.7088e-11	
geo apparent, true of date, ecliptic	2488069.5	Mars mean desc node	1.4190e-10	1.3282e-11	9.9949e-13	4.3268e-13	
geo apparent, true of date, ecliptic	2488069.5	Mars osc desc node	2.8925e-11	4.8488e-12	3.5871e-12	1.5528e-12	
geo apparent, true of date, ecliptic	2488069.5	Mars mean perihelion	3.8221e-11	3.0535e-12	4.9021e-13	2.3527e-13	
geo apparent, true of date, ecliptic	2488069.5	Mars osc perihelion	3.1421e-10	7.5376e-12	2.6750e-12	1.2842e-12	
geo apparent, true of date, ecliptic	2488069.5	Mars mean aphelion	1.5819e-11	2.9546e-13	6.7261e-13	4.7878e-13	
geo apparent, true of date, ecliptic	2488069.5	Mars osc aphelion	1.3959e-10	3.3795e-11	4.7453e-12	3.3754e-12	
geo apparent, true of date, ecliptic	2488069.5	Jupiter mean asc node	6.7819e-10	2.9775e-11	2.0485e-12	4.8923e-13	
geo apparent, true of date, ecliptic	2488069.5	Jupiter osc asc node	7.5590e-11	1.8601e-11	2.0730e-13	4.9485e-14	
geo apparent, true of date, ecliptic	2488069.5	Jupiter mean desc node	6.3536e-12	1.5725e-11	1.3796e-12	2.2273e-13	
geo apparent, true of date, ecliptic	2488069.5	Jupiter osc desc node	3.7054e-11	1.5719e-12	1.4424e-12	2.3279e-13	
geo apparent, true of date, ecliptic	2488069.5	Jupiter mean perihelion	1.7364e-11	3.9789e-12	6.8268e-12	1.3781e-12	
geo apparent, true of date, ecliptic	2488069.5	Jupiter osc perihelion	1.9563e-10	3.2128e-11	7.8064e-12	1.5746e-12	
geo apparent, true of date, ecliptic	2488069.5	Jupiter mean aphelion	2.5364e-11	8.0397e-12	2.7278e-12	4.8409e-13	
geo apparent, true of date, ecliptic	2488069.5	Jupiter osc aphelion	3.4587e-10	6.1208e-12	4.0871e-13	7.2540e-14	
geo apparent, true of date, ecliptic	2488069.5	Saturn mean asc node	2.2082e-10	6.9666e-12	1.5214e-11	1.8762e-12	
geo apparent, true of date, ecliptic	2488069.5	Saturn osc asc node	2.3964e-10	1.7975e-11	1.0208e-11	1.2558e-12	
geo apparent, true of date, ecliptic	2488069.5	Saturn mean desc node	2.0254e-10	1.0982e-11	2.3910e-12	2.1741e-13	
geo apparent, true of date, ecliptic	2488069.5	Saturn osc desc node	1.0165e-10	1.8728e-11	1.1965e-11	1.0851e-12	
geo apparent, true of date, ecliptic	2488069.5	Saturn mean perihelion	9.7561e-12	3.3623e-11	6.5598e-12	8.1443e-13	
geo apparent, true of date, ecliptic	2488069.5	Saturn osc perihelion	3.0751e-11	3.6298e-11	5.4601e-11	6.7603e-12	
geo apparent, true of date, ecliptic	2488069.5	Saturn mean aphelion	3.5891e-12	1.0250e-11	1.4939e-11	1.3514e-12	
geo apparent, true of date, ecliptic	2488069.5	Saturn osc aphelion	3.4425e-10	1.1218e-11	1.7626e-11	1.5912e-12	
geo apparent, true of date, ecliptic	2488069.5	Moon natural apogee	2.3739e-07	1.2276e-09	2.1965e-13	2.1965e-13	
geo apparent, true of date, ecliptic	2488069.5	Moon natural perigee	5.1155e-07	3.5597e-09	2.8175e-13	2.8175e-13	
geo apparent, true of date, ecliptic	2488069.5	Sirius	1.2161e-11	1.2460e-11	2.7816e-08	5.1150e-14	OVER
geo apparent, true of date, ecliptic	2488069.5	Vega	2.9842e-12	5.6217e-11	8.7025e-07	5.4956e-13	OVER
geo apparent, true of date, ecliptic	2488069.5	Polaris	2.6351e-12	1.2062e-11	3.6369e-06	1.3295e-13	OVER
geo apparent, true of date, ecliptic	2488069.5	Rigil Kentaurus	1.0805e-11	3.8831e-12	3.9096e-08	1.4325e-13	OVER
geo apparent, true of date, equatorial	2378496.5	Sun	4.1035e-11	5.4948e-11	8.8846e-13	8.8846e-13	
geo apparent, true of date, equatorial	2378496.5	Moon	1.0353e-08	2.9934e-09	8.2137e-14	8.2137e-14	
geo apparent, true of date, equatorial	2378496.5	Mercury	1.7067e-10	2.9701e-12	2.4821e-12	2.4821e-12	
geo apparent, true of date, equatorial	2378496.5	Venus	3.4743e-11	2.5712e-11	1.8284e-13	1.8284e-13	
geo apparent, true of date, equatorial	2378496.5	Earth					unanswered errCode 2
geo apparent, true of date, equatorial	2378496.5	Mars	4.5132e-12	1.5086e-11	1.9009e-12	8.4764e-13	
geo apparent, true of date, equatorial	2378496.5	Jupiter	9.3701e-12	1.4457e-11	1.9324e-12	4.6233e-13	
geo apparent, true of date, equatorial	2378496.5	Saturn	1.7527e-11	1.7149e-11	1.2053e-12	1.4649e-13	
geo apparent, true of date, equatorial	2378496.5	Uranus	4.9468e-12	2.0404e-12	1.3194e-11	7.3106e-13	
geo apparent, true of date, equatorial	2378496.5	Neptune	2.0986e-11	2.7764e-11	3.7410e-11	1.2111e-12	
geo apparent, true of date, equatorial	2378496.5	Pluto	1.4347e-11	2.8072e-12	5.6912e-11	1.3707e-12	
geo apparent, true of date, equatorial	2378496.5	Moon mean asc node	8.0331e-11	5.0105e-09	2.8454e-13	2.8454e-13	
geo apparent, true of date, equatorial	2378496.5	Moon osc asc node	2.8297e-09	4.1542e-09	7.4252e-15	7.4252e-15	
geo apparent, true of date, equatorial	2378496.5	Moon mean desc node	1.6257e-09	1.4710e-10	4.3899e-14	4.3899e-14	
geo apparent, true of date, equatorial	2378496.5	Moon osc desc node	8.9007e-09	2.0291e-09	3.2772e-13	3.2772e-13	
geo apparent, true of date, equatorial	2378496.5	Moon mean perihelion	1.9736e-08	1.9011e-09	2.6259e-13	2.6259e-13	
geo apparent, true of date, equatorial	2378496.5	Moon osc perihelion	6.4766e-07	2.5212e-07	1.8554e-12	1.8554e-12	
geo apparent, true of date, equatorial	2378496.5	Moon mean aphelion	2.6123e-07	9.0963e-08	5.3795e-15	5.3795e-15	
geo apparent, true of date, equatorial	2378496.5	Moon osc aphelion	3.2636e-09	8.1907e-09	1.1849e-13	1.1849e-13	
geo apparent, true of date, equatorial	2378496.5	Mercury mean asc node	1.4582e-11	4.9108e-11	6.9587e-13	6.9587e-13	
geo apparent, true of date, equatorial	2378496.5	Mercury osc asc node	3.6423e-11	2.6743e-11	5.7157e-13	5.7157e-13	
geo apparent, true of date, equatorial	2378496.5	Mercury mean desc node	2.6024e-11	4.8061e-11	2.7817e-13	2.1406e-13	
geo apparent, true of date, equatorial	2378496.5	Mercury osc desc node	2.5912e-11	5.1784e-11	3.5023e-13	2.6951e-13	
geo apparent, true of date, equatorial	2378496.5	Mercury mean perihelion	2.4284e-11	3.9523e-11	4.0527e-14	4.0527e-14	
geo apparent, true of date, equatorial	2378496.5	Mercury osc perihelion	1.2758e-10	6.7696e-11	2.5113e-12	2.5113e-12	
geo apparent, true of date, equatorial	2378496.5	Mercury mean aphelion	2.1492e-11	4.4266e-11	5.0484e-13	3.5644e-13	
geo apparent, true of date, equatorial	2378496.5	Mercury osc aphelion	1.9934e-11	3.2071e-11	4.6682e-13	3.2959e-13	
geo apparent, true of date, equatorial	2378496.5	Venus mean asc node	1.2992e-10	4.0450e-11	1.1931e-12	1.1931e-12	
geo apparent, true of date, equatorial	2378496.5	Venus osc asc node	1.7978e-11	7.9655e-11	1.0939e-12	1.0939e-12	
geo apparent, true of date, equatorial	2378496.5	Venus mean desc node	1.4940e-10	3.8121e-11	4.8186e-13	2.8887e-13	
geo apparent, true of date, equatorial	2378496.5	Venus osc desc node	2.2396e-10	1.4722e-11	2.3453e-12	1.4060e-12	
geo apparent, true of date, equatorial	2378496.5	Venus mean perihelion	3.8429e-12	5.1954e-11	6.4375e-13	6.4375e-13	
geo apparent, true of date, equatorial	2378496.5	Venus osc perihelion	4.3323e-09	3.8524e-10	1.1412e-10	1.1412e-10	
geo apparent, true of date, equatorial	2378496.5	Venus mean aphelion	3.7160e-11	1.4721e-11	7.3533e-13	4.4286e-13	
geo apparent, true of date, equatorial	2378496.5	Venus osc aphelion	7.1796e-10	3.8994e-12	9.0358e-12	5.4420e-12	
geo apparent, true of date, equatorial	2378496.5	Mars mean asc node	2.7356e-11	1.4931e-11	4.4303e-13	3.7770e-13	
geo apparent, true of date, equatorial	2378496.5	Mars osc asc node	3.8803e-10	1.5068e-10	1.2367e-11	1.0544e-11	
geo apparent, true of date, equatorial	2378496.5	Mars mean desc node	3.1377e-10	4.1657e-11	4.3758e-12	1.9168e-12	
geo apparent, true of date, equatorial	2378496.5	Mars osc desc node	2.2906e-10	7.1526e-11	2.4814e-12	1.0870e-12	
geo apparent, true of date, equatorial	2378496.5	Mars mean perihelion	2.2657e-11	2.1972e-11	1.9711e-13	9.2412e-14	
geo apparent, true of date, equatorial	2378496.5	Mars osc perihelion	1.0869e-10	1.0086e-10	1.6520e-12	7.7441e-13	
geo apparent, true of date, equatorial	2378496.5	Mars mean aphelion	8.6122e-12	1.2538e-11	8.7462e-13	6.6624e-13	
geo apparent, true of date, equatorial	2378496.5	Mars osc aphelion	5.1775e-10	2.6863e-10	8.0322e-12	6.1217e-12	
geo apparent, true of date, equatorial	2378496.5	Jupiter mean asc node	6.1310e-10	1.2479e-11	1.0432e-12	2.4864e-13	
geo apparent, true of date, equatorial	2378496.5	Jupiter osc asc node	3.5638e-10	6.1982e-12	1.0189e-11	2.4284e-12	
geo apparent, true of date, equatorial	2378496.5	Jupiter mean desc node	7.7229e-10	5.7384e-11	1.5992e-12	2.5854e-13	
geo apparent, true of date, equatorial	2378496.5	Jupiter osc desc node	2.0209e-10	1.7728e-11	9.3660e-12	1.5140e-12	
geo apparent, true of date, equatorial	2378496.5	Jupiter mean perihelion	1.8206e-11	9.1639e-12	3.4360e-12	6.8239e-13	
geo apparent, true of date, equatorial	2378496.5	Jupiter osc perihelion	4.3634e-10	2.0229e-10	5.7834e-12	1.1484e-12	
geo apparent, true of date, equatorial	2378496.5	Jupiter mean aphelion	1.2478e-11	6.8098e-12	4.3743e-12	7.8750e-13	
geo apparent, true of date, equatorial	2378496.5	Jupiter osc aphelion	5.0925e-10	2.1731e-10	1.0887e-11	1.9601e-12	
geo apparent, true of date, equatorial	2378496.5	Saturn mean asc node	3.0684e-10	4.7833e-11	2.2268e-12	2.7506e-13	
geo apparent, true of date, equatorial	2378496.5	Saturn osc asc node	3.1736e-10	3.3757e-11	6.7105e-12	8.2993e-13	
geo apparent, true of date, equatorial	2378496.5	Saturn mean desc node	1.0670e-10	1.6639e-11	1.6301e-12	1.4808e-13	
geo apparent, true of date, equatorial	2378496.5	Saturn osc desc node	8.6741e-11	4.9214e-11	1.6742e-11	1.5111e-12	
geo apparent, true of date, equatorial	2378496.5	Saturn mean perihelion	2.0316e-11	6.9199e-13	8.8557e-12	1.0991e-12	
geo apparent, true of date, equatorial	2378496.5	Saturn osc perihelion	1.7335e-09	6.8505e-11	2.8360e-12	3.5253e-13	
geo apparent, true of date, equatorial	2378496.5	Saturn mean aphelion	5.2550e-12	3.2882e-11	8.0043e-12	7.2402e-13	
geo apparent, true of date, equatorial	2378496.5	Saturn osc aphelion	1.7265e-09	2.8867e-11	1.4580e-12	1.3103e-13	
geo apparent, true of date, equatorial	2378496.5	Moon natural apogee	6.1751e-07	1.9154e-07	3.0479e-13	3.0479e-13	
geo apparent, true of date, equatorial	2378496.5	Moon natural perigee	1.5726e-07	1.6407e-08	6.3679e-13	6.3679e-13	
geo apparent, true of date, equatorial	2378496.5	Sirius	1.3549e-11	2.3197e-13	3.4180e-07	6.2814e-13	OVER
geo apparent, true of date, equatorial	2378496.5	Vega	2.2435e-11	5.8464e-13	9.8259e-07	6.2017e-13	OVER
geo apparent, true of date, equatorial	2378496.5	Polaris	3.4116e-10	8.7013e-12	3.4906e-06	1.2759e-13	OVER
geo apparent, true of date, equatorial	2378496.5	Rigil Kentaurus	1.0926e-11	2.3040e-11	2.1951e-07	8.0146e-13	OVER
geo apparent, true of date, equatorial	2415020.5	Sun	2.9758e-12	7.0932e-12	6.4570e-13	6.4570e-13	
geo apparent, true of date, equatorial	2415020.5	Moon	9.4672e-09	1.5110e-09	1.3913e-13	1.3913e-13	
geo apparent, true of date, equatorial	2415020.5	Mercury	8.7013e-11	1.8074e-11	1.4075e-12	1.2325e-12	
geo apparent, true of date, equatorial	2415020.5	Venus	4.0298e-11	2.2917e-11	8.0843e-13	5.5198e-13	
geo apparent, true of date, equatorial	2415020.5	Earth					unanswered errCode 2
geo apparent, true of date, equatorial	2415020.5	Mars	3.3766e-11	6.8988e-12	1.4445e-12	6.0165e-13	
geo apparent, true of date, equatorial	2415020.5	Jupiter	3.3276e-11	1.7215e-11	5.4482e-12	8.9124e-13	
geo apparent, true of date, equatorial	2415020.5	Saturn	2.2127e-11	1.4757e-11	2.2474e-12	2.0385e-13	
geo apparent, true of date, equatorial	2415020.5	Uranus	1.1145e-11	1.2550e-11	6.6957e-12	3.3752e-13	
geo apparent, true of date, equatorial	2415020.5	Neptune	1.7454e-11	2.0610e-11	1.2212e-11	4.2227e-13	
geo apparent, true of date, equatorial	2415020.5	Pluto	2.3011e-11	7.0476e-12	6.6839e-12	1.4505e-13	
geo apparent, true of date, equatorial	2415020.5	Moon mean asc node	3.4283e-09	1.0560e-09	1.8024e-13	1.8024e-13	
geo apparent, true of date, equatorial	2415020.5	Moon osc asc node	8.6052e-09	7.4061e-10	2.2378e-13	2.2378e-13	
geo apparent, true of date, equatorial	2415020.5	Moon mean desc node	4.3168e-09	4.0250e-09	3.0091e-13	3.0091e-13	
geo apparent, true of date, equatorial	2415020.5	Moon osc desc node	1.1214e-08	2.6980e-09	1.2703e-12	1.2703e-12	
geo apparent, true of date, equatorial	2415020.5	Moon mean perihelion	1.4636e-07	6.2402e-08	9.6058e-14	9.6058e-14	
geo apparent, true of date, equatorial	2415020.5	Moon osc perihelion	6.3970e-08	2.3461e-08	2.5917e-14	2.5917e-14	
geo apparent, true of date, equatorial	2415020.5	Moon mean aphelion	5.5935e-08	2.6255e-08	3.7344e-14	3.7344e-14	
geo apparent, true of date, equatorial	2415020.5	Moon osc aphelion	5.1004e-09	1.8643e-09	3.5539e-13	3.5539e-13	
geo apparent, true of date, equatorial	2415020.5	Mercury mean asc node	7.5140e-13	1.0970e-11	2.9584e-13	2.9584e-13	
