# ratesweep 127.0.0.1:47190 bound 1e-05 1e-09 (A.3 default)
config	epoch_tt	object	lon_err	lat_err	dist_err_au_per_day	dist_err_per_au	flag
topo Quito, apparent	2488069.5	Sirius	2.6784e-10	3.6251e-11	4.1802e-07	7.6869e-13	OVER
topo Quito, apparent	2488069.5	Vega	4.6842e-10	2.4865e-11	9.4325e-07	5.9566e-13	OVER
topo Quito, apparent	2488069.5	Polaris	5.2329e-10	9.6254e-11	1.5671e-05	5.7287e-13	OVER
topo Quito, apparent	2488069.5	Rigil Kentaurus	2.1963e-10	1.1277e-10	3.3187e-07	1.2160e-12	OVER
geo apparent, lahiri	2378496.5	Sun	1.9160e-11	1.0402e-11	1.5567e-13	1.5567e-13	
geo apparent, lahiri	2378496.5	Moon	8.2762e-09	6.7800e-09	8.2399e-14	8.2399e-14	
geo apparent, lahiri	2378496.5	Mercury	1.5521e-10	3.1136e-11	1.8083e-12	1.8083e-12	
geo apparent, lahiri	2378496.5	Venus	2.4217e-11	3.4621e-11	3.0650e-13	3.0650e-13	
geo apparent, lahiri	2378496.5	Earth					unanswered errCode 2
geo apparent, lahiri	2378496.5	Mars	1.5385e-11	6.5881e-12	3.1352e-12	1.3980e-12	
geo apparent, lahiri	2378496.5	Jupiter	2.2899e-11	1.8932e-12	2.1613e-12	5.1709e-13	
geo apparent, lahiri	2378496.5	Saturn	3.1674e-12	3.0432e-13	5.0859e-12	6.1816e-13	
geo apparent, lahiri	2378496.5	Uranus	2.0747e-12	1.6444e-12	1.7998e-11	9.9726e-13	
geo apparent, lahiri	2378496.5	Neptune	1.5201e-11	1.5114e-11	1.7022e-11	5.5102e-13	
geo apparent, lahiri	2378496.5	Pluto	1.7829e-11	6.7146e-12	4.9923e-11	1.2024e-12	
geo apparent, lahiri	2378496.5	Moon mean asc node	1.7477e-09	4.7023e-09	2.8522e-13	2.8522e-13	
geo apparent, lahiri	2378496.5	Moon osc asc node	1.2020e-09	4.8633e-09	8.6223e-15	8.6223e-15	
geo apparent, lahiri	2378496.5	Moon mean desc node	1.4300e-09	6.8802e-10	4.3750e-14	4.3750e-14	
geo apparent, lahiri	2378496.5	Moon osc desc node	8.8047e-09	1.0078e-09	3.2946e-13	3.2946e-13	
geo apparent, lahiri	2378496.5	Moon mean perihelion	1.8516e-08	3.6757e-09	2.6163e-13	2.6163e-13	
geo apparent, lahiri	2378496.5	Moon osc perihelion	6.6242e-07	6.5697e-08	1.8559e-12	1.8559e-12	
geo apparent, lahiri	2378496.5	Moon mean aphelion	2.6491e-07	1.3900e-08	6.3802e-15	6.3802e-15	
geo apparent, lahiri	2378496.5	Moon osc aphelion	5.3050e-09	6.9811e-09	1.1924e-13	1.1924e-13	
geo apparent, lahiri	2378496.5	Mercury mean asc node	1.5471e-11	2.1726e-11	4.4237e-13	4.4237e-13	
geo apparent, lahiri	2378496.5	Mercury osc asc node	7.2868e-12	4.9247e-12	1.2815e-12	1.2815e-12	
geo apparent, lahiri	2378496.5	Mercury mean desc node	2.4759e-11	5.2574e-17	7.9077e-13	6.0852e-13	
geo apparent, lahiri	2378496.5	Mercury osc desc node	2.1926e-11	3.1481e-11	1.2709e-12	9.7798e-13	
geo apparent, lahiri	2378496.5	Mercury mean perihelion	1.0498e-11	1.8240e-11	6.0566e-13	6.0566e-13	
geo apparent, lahiri	2378496.5	Mercury osc perihelion	1.5632e-10	2.8768e-11	2.1009e-12	2.1009e-12	
geo apparent, lahiri	2378496.5	Mercury mean aphelion	4.0440e-11	3.0630e-12	9.1252e-13	6.4428e-13	
geo apparent, lahiri	2378496.5	Mercury osc aphelion	6.5913e-12	5.0252e-12	9.6233e-13	6.7945e-13	
geo apparent, lahiri	2378496.5	Venus mean asc node	7.4384e-11	4.9557e-11	1.4273e-12	1.4273e-12	
geo apparent, lahiri	2378496.5	Venus osc asc node	3.4642e-11	6.1442e-11	1.1694e-12	1.1694e-12	
geo apparent, lahiri	2378496.5	Venus mean desc node	1.5538e-10	6.1311e-12	1.2691e-12	7.6083e-13	
geo apparent, lahiri	2378496.5	Venus osc desc node	1.4749e-10	9.6347e-12	1.2918e-12	7.7442e-13	
geo apparent, lahiri	2378496.5	Venus mean perihelion	5.7268e-11	2.6599e-11	4.8771e-13	4.8771e-13	
geo apparent, lahiri	2378496.5	Venus osc perihelion	4.1725e-09	5.9082e-10	1.1385e-10	1.1385e-10	
geo apparent, lahiri	2378496.5	Venus mean aphelion	8.3223e-12	7.7464e-12	6.0561e-13	3.6473e-13	
geo apparent, lahiri	2378496.5	Venus osc aphelion	6.9645e-10	1.3777e-10	9.8801e-12	5.9505e-12	
geo apparent, lahiri	2378496.5	Mars mean asc node	2.7554e-11	3.1659e-11	1.4779e-13	1.2600e-13	
geo apparent, lahiri	2378496.5	Mars osc asc node	4.4228e-10	1.7645e-11	1.2029e-11	1.0255e-11	
geo apparent, lahiri	2378496.5	Mars mean desc node	2.6861e-10	1.9626e-11	3.1146e-12	1.3643e-12	
geo apparent, lahiri	2378496.5	Mars osc desc node	2.4422e-10	7.8936e-12	3.3054e-12	1.4480e-12	
geo apparent, lahiri	2378496.5	Mars mean perihelion	8.2344e-12	1.6987e-13	1.1503e-12	5.3931e-13	
geo apparent, lahiri	2378496.5	Mars osc perihelion	1.6441e-10	3.5458e-11	1.8064e-12	8.4681e-13	
geo apparent, lahiri	2378496.5	Mars mean aphelion	6.4931e-12	9.9684e-12	4.2356e-13	3.2264e-13	
geo apparent, lahiri	2378496.5	Mars osc aphelion	5.8399e-10	4.5044e-11	8.6956e-12	6.6273e-12	
geo apparent, lahiri	2378496.5	Jupiter mean asc node	5.4566e-10	1.5089e-11	4.4985e-12	1.0721e-12	
geo apparent, lahiri	2378496.5	Jupiter osc asc node	3.3397e-10	1.3696e-11	6.6071e-12	1.5747e-12	
geo apparent, lahiri	2378496.5	Jupiter mean desc node	7.0116e-10	2.6455e-11	1.3079e-12	2.1145e-13	
geo apparent, lahiri	2378496.5	Jupiter osc desc node	1.7521e-10	1.6690e-11	6.0981e-12	9.8578e-13	
geo apparent, lahiri	2378496.5	Jupiter mean perihelion	2.8760e-11	1.2023e-11	6.3224e-12	1.2556e-12	
geo apparent, lahiri	2378496.5	Jupiter osc perihelion	5.0561e-10	8.3737e-12	8.4163e-12	1.6712e-12	
geo apparent, lahiri	2378496.5	Jupiter mean aphelion	1.4988e-11	3.2184e-12	4.7722e-12	8.5915e-13	
geo apparent, lahiri	2378496.5	Jupiter osc aphelion	5.5270e-10	2.5306e-12	1.1455e-11	2.0624e-12	
geo apparent, lahiri	2378496.5	Saturn mean asc node	2.6846e-10	3.7297e-11	3.8330e-12	4.7346e-13	
geo apparent, lahiri	2378496.5	Saturn osc asc node	3.1669e-10	6.5050e-12	2.7896e-12	3.4500e-13	
geo apparent, lahiri	2378496.5	Saturn mean desc node	4.8345e-11	2.5127e-11	1.1597e-11	1.0534e-12	
geo apparent, lahiri	2378496.5	Saturn osc desc node	1.2736e-10	9.1433e-12	3.2650e-11	2.9470e-12	
geo apparent, lahiri	2378496.5	Saturn mean perihelion	1.1625e-12	3.1611e-11	1.7845e-12	2.2147e-13	
geo apparent, lahiri	2378496.5	Saturn osc perihelion	1.5929e-09	8.0288e-11	1.8434e-12	2.2914e-13	
geo apparent, lahiri	2378496.5	Saturn mean aphelion	3.2368e-11	2.1660e-12	4.2594e-12	3.8528e-13	
geo apparent, lahiri	2378496.5	Saturn osc aphelion	1.5923e-09	7.9369e-11	2.3286e-12	2.0927e-13	
geo apparent, lahiri	2378496.5	Moon natural apogee	6.2438e-07	2.8193e-09	3.0609e-13	3.0609e-13	
geo apparent, lahiri	2378496.5	Moon natural perigee	1.4388e-07	6.6176e-09	6.3518e-13	6.3518e-13	
geo apparent, lahiri	2378496.5	Sirius	2.8477e-11	2.5079e-12	1.0054e-08	1.8476e-14	OVER
geo apparent, lahiri	2378496.5	Vega	9.4477e-12	7.2011e-12	8.8045e-07	5.5570e-13	OVER
geo apparent, lahiri	2378496.5	Polaris	1.0627e-11	1.4753e-11	2.1686e-05	7.9270e-13	OVER
geo apparent, lahiri	2378496.5	Rigil Kentaurus	2.8290e-11	1.5345e-12	2.2040e-07	8.0470e-13	OVER
geo apparent, lahiri	2415020.5	Sun	2.9392e-11	1.0896e-11	6.7922e-13	6.7922e-13	
geo apparent, lahiri	2415020.5	Moon	8.7102e-09	1.6920e-09	1.3880e-13	1.3880e-13	
geo apparent, lahiri	2415020.5	Mercury	2.0431e-11	1.4760e-11	1.1797e-12	1.0329e-12	
geo apparent, lahiri	2415020.5	Venus	2.4565e-12	3.8626e-13	1.4582e-13	9.9561e-14	
geo apparent, lahiri	2415020.5	Earth					unanswered errCode 2
geo apparent, lahiri	2415020.5	Mars	9.1576e-12	2.0546e-12	8.5626e-13	3.5663e-13	
geo apparent, lahiri	2415020.5	Jupiter	3.2870e-11	1.4556e-11	5.5698e-12	9.1113e-13	
geo apparent, lahiri	2415020.5	Saturn	2.8873e-12	1.7994e-11	4.2814e-12	3.8835e-13	
geo apparent, lahiri	2415020.5	Uranus	8.5888e-12	1.8684e-11	1.2028e-11	6.0629e-13	
geo apparent, lahiri	2415020.5	Neptune	4.3232e-13	2.1563e-11	1.3669e-11	4.7264e-13	
geo apparent, lahiri	2415020.5	Pluto	1.9157e-12	8.6160e-12	4.0734e-12	8.8399e-14	
geo apparent, lahiri	2415020.5	Moon mean asc node	3.0880e-09	1.3163e-09	1.7891e-13	1.7891e-13	
geo apparent, lahiri	2415020.5	Moon osc asc node	7.9111e-09	1.5374e-10	2.2480e-13	2.2480e-13	
geo apparent, lahiri	2415020.5	Moon mean desc node	3.6244e-09	4.3334e-09	2.9961e-13	2.9961e-13	
geo apparent, lahiri	2415020.5	Moon osc desc node	1.0465e-08	1.9501e-09	1.2686e-12	1.2686e-12	
geo apparent, lahiri	2415020.5	Moon mean perihelion	1.5905e-07	5.7140e-09	9.5678e-14	9.5678e-14	
geo apparent, lahiri	2415020.5	Moon osc perihelion	6.6974e-08	3.8711e-09	2.6000e-14	2.6000e-14	
geo apparent, lahiri	2415020.5	Moon mean aphelion	6.1652e-08	4.4314e-09	3.6914e-14	3.6914e-14	
geo apparent, lahiri	2415020.5	Moon osc aphelion	4.2502e-09	3.2828e-09	3.5773e-13	3.5773e-13	
geo apparent, lahiri	2415020.5	Mercury mean asc node	1.8862e-11	7.8930e-12	2.1670e-13	2.1670e-13	
geo apparent, lahiri	2415020.5	Mercury osc asc node	2.9358e-11	1.1986e-11	7.3838e-13	7.3838e-13	
geo apparent, lahiri	2415020.5	Mercury mean desc node	7.9681e-12	1.4540e-11	4.6010e-13	3.5221e-13	
geo apparent, lahiri	2415020.5	Mercury osc desc node	8.3011e-11	1.4167e-11	9.8395e-13	7.5322e-13	
geo apparent, lahiri	2415020.5	Mercury mean perihelion	2.2705e-11	2.7268e-11	2.1467e-13	2.1467e-13	
geo apparent, lahiri	2415020.5	Mercury osc perihelion	1.3013e-10	3.2287e-11	1.3854e-12	1.3854e-12	
geo apparent, lahiri	2415020.5	Mercury mean aphelion	3.9413e-13	1.3020e-11	3.7808e-13	2.6610e-13	
geo apparent, lahiri	2415020.5	Mercury osc aphelion	1.1938e-10	6.4837e-12	1.0098e-12	7.1068e-13	
geo apparent, lahiri	2415020.5	Venus mean asc node	9.8522e-11	6.0605e-12	1.1355e-12	1.1355e-12	
geo apparent, lahiri	2415020.5	Venus osc asc node	1.3348e-10	2.7598e-13	4.4442e-13	4.4442e-13	
geo apparent, lahiri	2415020.5	Venus mean desc node	1.7477e-12	1.1070e-11	5.9494e-13	3.5587e-13	
geo apparent, lahiri	2415020.5	Venus osc desc node	1.8300e-10	1.1361e-11	1.4326e-12	8.5690e-13	
geo apparent, lahiri	2415020.5	Venus mean perihelion	7.7644e-11	1.4071e-11	1.0415e-12	1.0415e-12	
geo apparent, lahiri	2415020.5	Venus osc perihelion	1.7073e-09	3.3668e-10	5.7038e-11	5.7038e-11	
geo apparent, lahiri	2415020.5	Venus mean aphelion	1.1554e-11	1.0195e-12	1.2542e-12	7.5814e-13	
geo apparent, lahiri	2415020.5	Venus osc aphelion	5.7897e-10	2.8758e-10	5.7006e-12	3.4442e-12	
geo apparent, lahiri	2415020.5	Mars mean asc node	5.8718e-10	1.2724e-11	9.4523e-12	8.1977e-12	
geo apparent, lahiri	2415020.5	Mars osc asc node	3.7733e-11	7.4448e-12	5.9591e-12	5.1683e-12	
geo apparent, lahiri	2415020.5	Mars mean desc node	2.4962e-10	7.0025e-12	4.0625e-12	1.7701e-12	
geo apparent, lahiri	2415020.5	Mars osc desc node	3.7315e-10	1.2519e-11	8.8438e-13	3.8533e-13	
geo apparent, lahiri	2415020.5	Mars mean perihelion	1.0563e-11	9.8570e-12	1.4046e-12	6.6447e-13	
geo apparent, lahiri	2415020.5	Mars osc perihelion	1.7359e-10	1.3660e-11	1.7450e-12	8.2552e-13	
geo apparent, lahiri	2415020.5	Mars mean aphelion	3.3406e-11	5.0937e-12	1.4949e-12	1.1079e-12	
geo apparent, lahiri	2415020.5	Mars osc aphelion	6.6073e-10	9.9839e-12	6.0774e-12	4.5033e-12	
geo apparent, lahiri	2415020.5	Jupiter mean asc node	8.7302e-10	2.2071e-11	7.4985e-12	1.7886e-12	
geo apparent, lahiri	2415020.5	Jupiter osc asc node	2.8949e-10	2.0899e-12	6.5183e-12	1.5540e-12	
geo apparent, lahiri	2415020.5	Jupiter mean desc node	5.6530e-11	1.8256e-11	2.1375e-12	3.4539e-13	
geo apparent, lahiri	2415020.5	Jupiter osc desc node	2.7201e-10	1.6374e-11	3.6407e-12	5.8847e-13	
geo apparent, lahiri	2415020.5	Jupiter mean perihelion	8.9726e-12	1.0997e-12	6.7750e-13	1.3544e-13	
geo apparent, lahiri	2415020.5	Jupiter osc perihelion	7.6637e-10	1.0809e-11	3.0684e-11	6.1261e-12	
geo apparent, lahiri	2415020.5	Jupiter mean aphelion	1.4401e-11	3.2766e-12	1.6813e-12	3.0090e-13	
geo apparent, lahiri	2415020.5	Jupiter osc aphelion	1.0003e-09	2.4154e-11	1.6533e-11	2.9622e-12	
geo apparent, lahiri	2415020.5	Saturn mean asc node	2.6386e-11	3.8468e-12	3.7300e-12	4.6035e-13	
geo apparent, lahiri	2415020.5	Saturn osc asc node	8.4035e-10	2.6739e-11	1.4528e-11	1.7805e-12	
geo apparent, lahiri	2415020.5	Saturn mean desc node	2.0136e-10	1.9122e-11	4.0207e-12	3.6545e-13	
geo apparent, lahiri	2415020.5	Saturn osc desc node	8.5031e-11	1.0981e-11	3.7026e-12	3.3663e-13	
geo apparent, lahiri	2415020.5	Saturn mean perihelion	1.0736e-11	1.3535e-11	3.8856e-12	4.8232e-13	
geo apparent, lahiri	2415020.5	Saturn osc perihelion	8.1997e-10	5.2722e-11	9.2203e-12	1.1362e-12	
geo apparent, lahiri	2415020.5	Saturn mean aphelion	1.4282e-12	2.4233e-11	1.2800e-11	1.1579e-12	
geo apparent, lahiri	2415020.5	Saturn osc aphelion	1.3592e-09	5.6933e-11	6.7019e-12	6.0673e-13	
geo apparent, lahiri	2415020.5	Moon natural apogee	4.8205e-08	5.8256e-09	9.6288e-14	9.6288e-14	
geo apparent, lahiri	2415020.5	Moon natural perigee	1.5095e-07	6.5800e-10	1.2992e-13	1.2992e-13	
geo apparent, lahiri	2415020.5	Sirius	3.8210e-12	1.0518e-11	1.3934e-07	2.5611e-13	OVER
geo apparent, lahiri	2415020.5	Vega	4.7498e-11	3.6370e-11	1.6200e-07	1.0226e-13	OVER
geo apparent, lahiri	2415020.5	Polaris	4.1050e-12	1.7033e-11	1.7875e-05	6.5342e-13	OVER
geo apparent, lahiri	2415020.5	Rigil Kentaurus	3.3331e-11	2.2651e-12	1.0581e-08	3.8677e-14	OVER
geo apparent, lahiri	2451545.0	Sun	2.1758e-11	9.1624e-12	1.7246e-13	1.7246e-13	
geo apparent, lahiri	2451545.0	Moon	3.7655e-11	6.6312e-09	2.9144e-13	2.9144e-13	
geo apparent, lahiri	2451545.0	Mercury	3.4290e-11	5.5181e-12	4.5479e-13	3.2130e-13	
geo apparent, lahiri	2451545.0	Venus	2.9987e-11	3.1887e-12	4.4592e-13	3.9200e-13	
geo apparent, lahiri	2451545.0	Earth					unanswered errCode 2
geo apparent, lahiri	2451545.0	Mars	2.8419e-11	4.7867e-12	1.2201e-13	6.5961e-14	
geo apparent, lahiri	2451545.0	Jupiter	1.7606e-11	4.2339e-12	8.6436e-13	1.8704e-13	
geo apparent, lahiri	2451545.0	Saturn	3.5522e-11	8.3331e-13	4.6185e-12	5.3376e-13	
geo apparent, lahiri	2451545.0	Uranus	7.9097e-11	7.3278e-12	1.5844e-11	7.6440e-13	
geo apparent, lahiri	2451545.0	Neptune	2.0411e-12	1.7874e-11	2.6736e-11	8.6176e-13	
geo apparent, lahiri	2451545.0	Pluto	8.6257e-12	1.7669e-11	1.8728e-11	6.0288e-13	
geo apparent, lahiri	2451545.0	Moon mean asc node	4.4492e-09	5.1929e-09	8.5740e-14	8.5740e-14	
geo apparent, lahiri	2451545.0	Moon osc asc node	5.3072e-09	7.8668e-09	2.7042e-12	2.7042e-12	
geo apparent, lahiri	2451545.0	Moon mean desc node	3.5320e-09	1.4454e-09	3.8549e-13	3.8549e-13	
geo apparent, lahiri	2451545.0	Moon osc desc node	2.7249e-09	2.4126e-09	6.1966e-14	6.1966e-14	
geo apparent, lahiri	2451545.0	Moon mean perihelion	1.2846e-09	7.3060e-09	3.7381e-13	3.7381e-13	
geo apparent, lahiri	2451545.0	Moon osc perihelion	1.0972e-06	5.6845e-08	1.1771e-11	1.1771e-11	
geo apparent, lahiri	2451545.0	Moon mean aphelion	3.0248e-10	1.0423e-08	5.3209e-13	5.3209e-13	
geo apparent, lahiri	2451545.0	Moon osc aphelion	4.2897e-08	5.0708e-09	3.6394e-13	3.6394e-13	
geo apparent, lahiri	2451545.0	Mercury mean asc node	2.8299e-11	8.8227e-12	8.8176e-15	8.8176e-15	
geo apparent, lahiri	2451545.0	Mercury osc asc node	9.3894e-11	2.7938e-11	3.0455e-13	3.0455e-13	
geo apparent, lahiri	2451545.0	Mercury mean desc node	3.9335e-13	1.6350e-11	1.3217e-13	1.0085e-13	
geo apparent, lahiri	2451545.0	Mercury osc desc node	2.3065e-12	1.3005e-11	2.1088e-13	1.6090e-13	
geo apparent, lahiri	2451545.0	Mercury mean perihelion	4.9377e-11	1.9008e-11	3.1391e-13	3.1391e-13	
geo apparent, lahiri	2451545.0	Mercury osc perihelion	9.2227e-11	5.1855e-11	1.2046e-13	1.2046e-13	
geo apparent, lahiri	2451545.0	Mercury mean aphelion	7.0655e-13	4.0479e-12	3.7941e-13	2.6646e-13	
geo apparent, lahiri	2451545.0	Mercury osc aphelion	1.7997e-11	5.1660e-12	1.0106e-12	7.0974e-13	
geo apparent, lahiri	2451545.0	Venus mean asc node	7.7749e-11	3.5022e-12	2.2455e-12	2.2455e-12	
geo apparent, lahiri	2451545.0	Venus osc asc node	2.3398e-11	4.6260e-11	1.9501e-12	1.9501e-12	
geo apparent, lahiri	2451545.0	Venus mean desc node	1.0155e-10	5.8191e-13	4.4855e-13	2.6797e-13	
geo apparent, lahiri	2451545.0	Venus osc desc node	3.7441e-11	2.3276e-12	3.8402e-14	2.2942e-14	
geo apparent, lahiri	2451545.0	Venus mean perihelion	1.6944e-11	1.7546e-11	6.1625e-13	6.1625e-13	
geo apparent, lahiri	2451545.0	Venus osc perihelion	4.0421e-09	7.9808e-10	1.5507e-10	1.5507e-10	
geo apparent, lahiri	2451545.0	Venus mean aphelion	1.6563e-11	9.8763e-12	1.6254e-15	9.8527e-16	
geo apparent, lahiri	2451545.0	Venus osc aphelion	7.1223e-10	6.8036e-11	5.5721e-12	3.3800e-12	
geo apparent, lahiri	2451545.0	Mars mean asc node	2.2052e-12	1.9114e-11	7.0354e-13	6.1617e-13	
geo apparent, lahiri	2451545.0	Mars osc asc node	5.2372e-10	1.5517e-11	8.6716e-12	7.5952e-12	
geo apparent, lahiri	2451545.0	Mars mean desc node	7.6772e-11	1.7555e-11	8.6027e-13	3.7361e-13	
geo apparent, lahiri	2451545.0	Mars osc desc node	1.8556e-10	1.4170e-11	1.7873e-12	7.7616e-13	
geo apparent, lahiri	2451545.0	Mars mean perihelion	1.3692e-11	4.3893e-13	1.1085e-12	5.2813e-13	
geo apparent, lahiri	2451545.0	Mars osc perihelion	4.8175e-11	1.4860e-11	1.2929e-12	6.1603e-13	
geo apparent, lahiri	2451545.0	Mars mean aphelion	2.9304e-11	9.1334e-12	1.0478e-13	7.6083e-14	
geo apparent, lahiri	2451545.0	Mars osc aphelion	2.3253e-10	3.7767e-12	1.1617e-11	8.4323e-12	
geo apparent, lahiri	2451545.0	Jupiter mean asc node	9.8444e-10	4.5799e-11	5.2166e-12	1.2451e-12	
geo apparent, lahiri	2451545.0	Jupiter osc asc node	1.3684e-09	5.3048e-11	1.9729e-12	4.7129e-13	
geo apparent, lahiri	2451545.0	Jupiter mean desc node	7.7671e-08	6.9878e-10	5.8031e-12	9.3726e-13	
geo apparent, lahiri	2451545.0	Jupiter osc desc node	5.0400e-08	3.8252e-10	9.5905e-12	1.5474e-12	
geo apparent, lahiri	2451545.0	Jupiter mean perihelion	4.3652e-11	2.0563e-12	2.2022e-12	4.4242e-13	
geo apparent, lahiri	2451545.0	Jupiter osc perihelion	1.0903e-09	1.4478e-12	1.3806e-11	2.7838e-12	
geo apparent, lahiri	2451545.0	Jupiter mean aphelion	1.9229e-11	1.0883e-11	3.2368e-12	5.7680e-13	
geo apparent, lahiri	2451545.0	Jupiter osc aphelion	1.3931e-09	4.2824e-11	4.3972e-11	7.8066e-12	
geo apparent, lahiri	2451545.0	Saturn mean asc node	1.0445e-10	2.9318e-11	7.8239e-12	9.6516e-13	
geo apparent, lahiri	2451545.0	Saturn osc asc node	5.6921e-10	2.3466e-11	1.4880e-12	1.8290e-13	
geo apparent, lahiri	2451545.0	Saturn mean desc node	1.7412e-10	3.7901e-11	2.6165e-12	2.3789e-13	
geo apparent, lahiri	2451545.0	Saturn osc desc node	1.1574e-10	7.0680e-13	1.3467e-11	1.2216e-12	
geo apparent, lahiri	2451545.0	Saturn mean perihelion	1.9685e-12	3.8337e-11	1.1315e-11	1.4047e-12	
geo apparent, lahiri	2451545.0	Saturn osc perihelion	1.2234e-09	8.1241e-11	1.6019e-11	1.9816e-12	
geo apparent, lahiri	2451545.0	Saturn mean aphelion	2.8860e-11	2.4548e-11	1.1857e-11	1.0726e-12	
geo apparent, lahiri	2451545.0	Saturn osc aphelion	2.8479e-10	1.0345e-11	3.4490e-12	3.1119e-13	
geo apparent, lahiri	2451545.0	Moon natural apogee	1.7769e-09	2.5580e-09	8.8633e-14	8.8633e-14	
geo apparent, lahiri	2451545.0	Moon natural perigee	1.8169e-09	7.1679e-09	1.1750e-13	1.1750e-13	
geo apparent, lahiri	2451545.0	Sirius	6.7698e-12	3.4842e-11	2.5233e-07	4.6391e-13	OVER
geo apparent, lahiri	2451545.0	Vega	1.0509e-12	8.8670e-12	2.4781e-07	1.5646e-13	OVER
geo apparent, lahiri	2451545.0	Polaris	1.0155e-11	1.1826e-11	8.1736e-06	2.9879e-13	OVER
geo apparent, lahiri	2451545.0	Rigil Kentaurus	5.2548e-13	1.6644e-11	2.6361e-07	9.6475e-13	OVER
geo apparent, lahiri	2461300.5	Sun	2.3747e-11	1.1505e-12	5.3224e-13	5.2946e-13	
geo apparent, lahiri	2461300.5	Moon	1.4255e-09	2.6962e-10	1.3318e-13	1.3318e-13	
geo apparent, lahiri	2461300.5	Mercury	1.2918e-11	9.5477e-12	2.6661e-13	2.0200e-13	
geo apparent, lahiri	2461300.5	Venus	1.5570e-11	3.1085e-12	1.0511e-13	1.0511e-13	
geo apparent, lahiri	2461300.5	Earth					unanswered errCode 2
geo apparent, lahiri	2461300.5	Mars	2.7232e-11	3.3748e-11	1.7121e-12	9.7454e-13	
geo apparent, lahiri	2461300.5	Jupiter	4.2473e-12	1.4591e-11	6.6702e-13	1.0992e-13	
geo apparent, lahiri	2461300.5	Saturn	7.3939e-12	1.9960e-12	1.0149e-11	1.1966e-12	
geo apparent, lahiri	2461300.5	Uranus	2.2206e-11	3.0303e-11	9.2311e-12	4.8325e-13	
geo apparent, lahiri	2461300.5	Neptune	4.1360e-12	7.3606e-13	1.0111e-11	3.5004e-13	
geo apparent, lahiri	2461300.5	Pluto	1.5623e-11	1.6045e-11	1.1214e-11	3.2077e-13	
geo apparent, lahiri	2461300.5	Moon mean asc node	6.5929e-09	2.7548e-10	6.9091e-13	6.9091e-13	
geo apparent, lahiri	2461300.5	Moon osc asc node	3.3544e-09	3.2203e-10	2.0523e-13	2.0523e-13	
geo apparent, lahiri	2461300.5	Moon mean desc node	9.8744e-10	8.2708e-11	2.5394e-13	2.5394e-13	
geo apparent, lahiri	2461300.5	Moon osc desc node	1.0152e-08	1.6191e-10	8.5017e-13	8.5017e-13	
geo apparent, lahiri	2461300.5	Moon mean perihelion	3.6493e-09	9.0605e-10	7.0730e-14	7.0730e-14	
geo apparent, lahiri	2461300.5	Moon osc perihelion	4.5251e-07	2.2529e-08	3.1324e-12	3.1324e-12	
geo apparent, lahiri	2461300.5	Moon mean aphelion	2.0545e-08	2.1979e-10	1.6164e-14	1.6164e-14	
geo apparent, lahiri	2461300.5	Moon osc aphelion	6.2604e-08	2.9824e-09	8.7564e-14	8.7564e-14	
geo apparent, lahiri	2461300.5	Mercury mean asc node	3.2476e-12	1.7945e-11	3.7954e-13	3.7954e-13	
geo apparent, lahiri	2461300.5	Mercury osc asc node	3.7151e-11	1.2293e-11	3.0986e-13	3.0986e-13	
geo apparent, lahiri	2461300.5	Mercury mean desc node	2.1513e-11	1.0147e-12	5.4708e-13	4.1449e-13	
geo apparent, lahiri	2461300.5	Mercury osc desc node	1.3195e-11	2.7671e-13	3.3555e-13	2.5423e-13	
geo apparent, lahiri	2461300.5	Mercury mean perihelion	2.9846e-11	6.6361e-12	4.5730e-14	4.4933e-14	
geo apparent, lahiri	2461300.5	Mercury osc perihelion	2.6527e-12	2.1130e-11	8.5093e-13	8.3610e-13	
geo apparent, lahiri	2461300.5	Mercury mean aphelion	6.8628e-12	1.3116e-11	3.0387e-13	2.6314e-13	
geo apparent, lahiri	2461300.5	Mercury osc aphelion	6.1323e-11	2.8202e-12	2.4092e-12	2.0862e-12	
geo apparent, lahiri	2461300.5	Venus mean asc node	1.0804e-10	3.5030e-11	5.2950e-12	4.5611e-12	
geo apparent, lahiri	2461300.5	Venus osc asc node	1.4698e-10	2.7059e-11	2.7295e-12	2.3512e-12	
geo apparent, lahiri	2461300.5	Venus mean desc node	4.0390e-11	9.2781e-13	2.3609e-12	1.7996e-12	
geo apparent, lahiri	2461300.5	Venus osc desc node	9.4145e-11	8.4447e-12	3.1513e-12	2.4020e-12	
geo apparent, lahiri	2461300.5	Venus mean perihelion	3.1053e-11	5.8658e-12	6.0130e-14	3.7329e-14	
geo apparent, lahiri	2461300.5	Venus osc perihelion	1.3073e-09	3.9406e-11	1.7577e-11	1.0913e-11	
geo apparent, lahiri	2461300.5	Venus mean aphelion	7.0561e-11	1.8164e-11	6.7774e-13	6.7774e-13	
geo apparent, lahiri	2461300.5	Venus osc aphelion	2.3427e-10	5.8434e-10	7.4316e-11	7.4316e-11	
geo apparent, lahiri	2461300.5	Mars mean asc node	2.0882e-10	9.7292e-12	3.4897e-12	2.8454e-12	
geo apparent, lahiri	2461300.5	Mars osc asc node	1.1273e-09	5.1600e-12	2.2392e-11	1.8256e-11	
geo apparent, lahiri	2461300.5	Mars mean desc node	2.7858e-10	1.5938e-11	4.0415e-12	1.7754e-12	
