# ratesweep 127.0.0.1:47392 bound 0.005 0.0001 (advertised)
config	epoch_tt	object	lon_err	lat_err	dist_err	flag
geo apparent, J2000, ecliptic	2378496.5	Moon mean perihelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Moon osc perihelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Moon mean aphelion	1.5701e-07	3.0837e-07	4.8110e-16	
geo apparent, J2000, ecliptic	2378496.5	Moon osc aphelion	3.6166e-06	6.0523e-07	8.6912e-12	
geo apparent, J2000, ecliptic	2378496.5	Mercury mean asc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Mercury osc asc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Mercury mean desc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Mercury osc desc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Mercury mean perihelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Mercury osc perihelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Mercury mean aphelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Mercury osc aphelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Venus mean asc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Venus osc asc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Venus mean desc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Venus osc desc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Venus mean perihelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Venus osc perihelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Venus mean aphelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Venus osc aphelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Mars mean asc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Mars osc asc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Mars mean desc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Mars osc desc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Mars mean perihelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Mars osc perihelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Mars mean aphelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Mars osc aphelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Jupiter mean asc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Jupiter osc asc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Jupiter mean desc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Jupiter osc desc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Jupiter mean perihelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Jupiter osc perihelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Jupiter mean aphelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Jupiter osc aphelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Saturn mean asc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Saturn osc asc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Saturn mean desc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Saturn osc desc node				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Saturn mean perihelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Saturn osc perihelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Saturn mean aphelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Saturn osc aphelion				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Moon natural apogee	9.1224e-07	1.9099e-07	9.6912e-13	
geo apparent, J2000, ecliptic	2378496.5	Moon natural perigee	2.6720e-05	2.3122e-06	7.4001e-12	
geo apparent, J2000, ecliptic	2378496.5	Sirius				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Vega				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Polaris				unanswered errCode 4
geo apparent, J2000, ecliptic	2378496.5	Rigil Kentaurus				unanswered errCode 4
geo apparent, J2000, ecliptic	2415020.5	Sun	7.6498e-08	1.1568e-08	1.2029e-13	
geo apparent, J2000, ecliptic	2415020.5	Moon	1.0830e-04	5.9120e-08	3.6890e-09	
geo apparent, J2000, ecliptic	2415020.5	Mercury	7.1300e-07	2.3543e-07	1.6932e-06	
geo apparent, J2000, ecliptic	2415020.5	Venus	1.1926e-06	4.2442e-08	1.5778e-06	
geo apparent, J2000, ecliptic	2415020.5	Earth	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Mars	4.5909e-07	1.3942e-08	1.7730e-06	
geo apparent, J2000, ecliptic	2415020.5	Jupiter	2.1153e-08	7.7697e-09	1.3826e-06	
geo apparent, J2000, ecliptic	2415020.5	Saturn	5.2590e-08	5.1127e-09	1.7365e-06	
geo apparent, J2000, ecliptic	2415020.5	Uranus	9.4095e-08	2.7474e-09	1.5412e-06	
geo apparent, J2000, ecliptic	2415020.5	Neptune	1.6240e-07	2.0015e-09	1.7186e-06	
geo apparent, J2000, ecliptic	2415020.5	Pluto	2.4280e-07	2.3846e-08	1.5917e-06	
geo apparent, J2000, ecliptic	2415020.5	Moon mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Moon osc asc node	2.9566e-08	3.5773e-07	2.3423e-12	
geo apparent, J2000, ecliptic	2415020.5	Moon mean desc node	8.4886e-12	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Moon osc desc node	2.9566e-08	3.5773e-07	1.2358e-11	
geo apparent, J2000, ecliptic	2415020.5	Moon mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Moon osc perihelion	3.8926e-06	5.7085e-09	8.1720e-12	
geo apparent, J2000, ecliptic	2415020.5	Moon mean aphelion	4.1580e-08	8.8678e-08	1.0362e-15	
geo apparent, J2000, ecliptic	2415020.5	Moon osc aphelion	4.4746e-06	2.7436e-08	6.5045e-13	
geo apparent, J2000, ecliptic	2415020.5	Mercury mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Mercury osc asc node	4.3768e-09	1.0269e-07	1.4118e-06	
geo apparent, J2000, ecliptic	2415020.5	Mercury mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Mercury osc desc node	1.5485e-08	1.1089e-07	1.7089e-06	
geo apparent, J2000, ecliptic	2415020.5	Mercury mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Mercury osc perihelion	6.3605e-09	1.6320e-07	1.2516e-06	
geo apparent, J2000, ecliptic	2415020.5	Mercury mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Mercury osc aphelion	4.6449e-09	1.1430e-07	1.7610e-06	
geo apparent, J2000, ecliptic	2415020.5	Venus mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Venus osc asc node	4.9133e-09	5.9109e-07	5.8121e-07	
geo apparent, J2000, ecliptic	2415020.5	Venus mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Venus osc desc node	2.1623e-08	1.5594e-07	1.7494e-06	
geo apparent, J2000, ecliptic	2415020.5	Venus mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Venus osc perihelion	1.3861e-07	3.3976e-07	6.3720e-07	
geo apparent, J2000, ecliptic	2415020.5	Venus mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Venus osc aphelion	1.2138e-07	9.0003e-08	1.7356e-06	
geo apparent, J2000, ecliptic	2415020.5	Mars mean asc node	4.5475e-13	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Mars osc asc node	5.2759e-09	3.9004e-07	9.5840e-08	
geo apparent, J2000, ecliptic	2415020.5	Mars mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Mars osc desc node	2.6514e-08	1.9976e-07	1.5116e-06	
geo apparent, J2000, ecliptic	2415020.5	Mars mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Mars osc perihelion	2.6466e-09	7.1745e-08	1.5073e-06	
geo apparent, J2000, ecliptic	2415020.5	Mars mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Mars osc aphelion	5.6626e-09	1.2871e-07	1.0852e-08	
geo apparent, J2000, ecliptic	2415020.5	Jupiter mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Jupiter osc asc node	2.4174e-08	4.2045e-07	1.7779e-06	
geo apparent, J2000, ecliptic	2415020.5	Jupiter mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Jupiter osc desc node	2.7737e-08	2.8482e-07	1.7781e-06	
geo apparent, J2000, ecliptic	2415020.5	Jupiter mean perihelion	1.3870e-11	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Jupiter osc perihelion	1.1498e-08	1.2771e-07	2.7945e-07	
geo apparent, J2000, ecliptic	2415020.5	Jupiter mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Jupiter osc aphelion	5.6231e-09	1.2774e-07	3.8238e-07	
geo apparent, J2000, ecliptic	2415020.5	Saturn mean asc node	1.9403e-11	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Saturn osc asc node	4.4463e-08	3.4079e-07	1.7234e-06	
geo apparent, J2000, ecliptic	2415020.5	Saturn mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Saturn osc desc node	6.9834e-08	2.7645e-07	1.7416e-06	
geo apparent, J2000, ecliptic	2415020.5	Saturn mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Saturn osc perihelion	7.3913e-08	3.9393e-07	1.7599e-06	
geo apparent, J2000, ecliptic	2415020.5	Saturn mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2415020.5	Saturn osc aphelion	3.8128e-08	3.3302e-07	1.7659e-06	
geo apparent, J2000, ecliptic	2415020.5	Moon natural apogee	3.3149e-07	8.3907e-08	1.4478e-13	
geo apparent, J2000, ecliptic	2415020.5	Moon natural perigee	7.7794e-06	7.0049e-07	3.6488e-12	
geo apparent, J2000, ecliptic	2415020.5	Sirius	2.7236e-09	4.5606e-09	2.3355e-10	
geo apparent, J2000, ecliptic	2415020.5	Vega	6.3282e-09	3.5921e-09	1.5846e-10	
geo apparent, J2000, ecliptic	2415020.5	Polaris	2.6236e-10	8.2001e-10	3.5897e-12	
geo apparent, J2000, ecliptic	2415020.5	Rigil Kentaurus	6.3081e-09	5.4756e-09	1.3109e-11	
geo apparent, J2000, ecliptic	2451545.0	Sun	4.0822e-07	4.5016e-08	9.2172e-13	
geo apparent, J2000, ecliptic	2451545.0	Moon	7.6061e-06	1.1285e-06	2.0156e-09	
geo apparent, J2000, ecliptic	2451545.0	Mercury	2.6737e-06	2.9288e-07	1.7699e-06	
geo apparent, J2000, ecliptic	2451545.0	Venus	7.4051e-07	6.9276e-08	1.4066e-06	
geo apparent, J2000, ecliptic	2451545.0	Earth	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Mars	3.4682e-07	8.3113e-09	1.1861e-06	
geo apparent, J2000, ecliptic	2451545.0	Jupiter	1.3070e-08	1.6195e-09	4.6221e-07	
geo apparent, J2000, ecliptic	2451545.0	Saturn	4.9099e-08	1.7449e-09	8.9300e-07	
geo apparent, J2000, ecliptic	2451545.0	Uranus	8.9232e-08	7.4660e-09	1.4562e-06	
geo apparent, J2000, ecliptic	2451545.0	Neptune	1.4201e-07	2.6554e-09	1.6296e-06	
geo apparent, J2000, ecliptic	2451545.0	Pluto	1.4597e-07	2.1696e-08	1.5283e-06	
geo apparent, J2000, ecliptic	2451545.0	Moon mean asc node	1.8190e-11	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Moon osc asc node	9.4171e-08	2.7745e-07	2.0228e-11	
geo apparent, J2000, ecliptic	2451545.0	Moon mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Moon osc desc node	9.4191e-08	2.7745e-07	1.5605e-11	
geo apparent, J2000, ecliptic	2451545.0	Moon mean perihelion	9.7013e-12	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Moon osc perihelion	2.8652e-06	1.8146e-07	2.9854e-11	
geo apparent, J2000, ecliptic	2451545.0	Moon mean aphelion	2.0656e-08	3.4510e-07	6.2913e-16	
geo apparent, J2000, ecliptic	2451545.0	Moon osc aphelion	2.7894e-06	1.8485e-07	2.0457e-12	
geo apparent, J2000, ecliptic	2451545.0	Mercury mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Mercury osc asc node	1.8336e-10	1.0992e-07	1.3983e-06	
geo apparent, J2000, ecliptic	2451545.0	Mercury mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Mercury osc desc node	7.1239e-09	1.0036e-07	1.7073e-06	
geo apparent, J2000, ecliptic	2451545.0	Mercury mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Mercury osc perihelion	1.1146e-08	1.5762e-07	1.2414e-06	
geo apparent, J2000, ecliptic	2451545.0	Mercury mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Mercury osc aphelion	5.1365e-09	1.1216e-07	1.7583e-06	
geo apparent, J2000, ecliptic	2451545.0	Venus mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Venus osc asc node	4.5088e-09	5.8500e-07	5.7133e-07	
geo apparent, J2000, ecliptic	2451545.0	Venus mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Venus osc desc node	8.3993e-09	1.5644e-07	1.7465e-06	
geo apparent, J2000, ecliptic	2451545.0	Venus mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Venus osc perihelion	2.8753e-08	3.3032e-07	6.6170e-07	
geo apparent, J2000, ecliptic	2451545.0	Venus mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Venus osc aphelion	2.9195e-08	1.1383e-07	1.7218e-06	
geo apparent, J2000, ecliptic	2451545.0	Mars mean asc node	1.0535e-11	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Mars osc asc node	4.6804e-09	3.7518e-07	7.6135e-08	
geo apparent, J2000, ecliptic	2451545.0	Mars mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Mars osc desc node	1.2382e-08	1.9368e-07	1.5152e-06	
geo apparent, J2000, ecliptic	2451545.0	Mars mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Mars osc perihelion	2.3982e-09	6.4986e-08	1.4828e-06	
geo apparent, J2000, ecliptic	2451545.0	Mars mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Mars osc aphelion	3.5603e-08	1.3772e-07	6.6270e-08	
geo apparent, J2000, ecliptic	2451545.0	Jupiter mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Jupiter osc asc node	2.9607e-08	4.2995e-07	1.7723e-06	
geo apparent, J2000, ecliptic	2451545.0	Jupiter mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Jupiter osc desc node	7.5586e-06	3.0440e-07	1.7721e-06	
geo apparent, J2000, ecliptic	2451545.0	Jupiter mean perihelion	2.2737e-12	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Jupiter osc perihelion	1.1351e-08	1.2512e-07	1.8369e-07	
geo apparent, J2000, ecliptic	2451545.0	Jupiter mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Jupiter osc aphelion	3.2793e-09	1.2572e-07	4.7199e-07	
geo apparent, J2000, ecliptic	2451545.0	Saturn mean asc node	9.7013e-12	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Saturn osc asc node	5.2380e-08	3.5510e-07	1.7109e-06	
geo apparent, J2000, ecliptic	2451545.0	Saturn mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Saturn osc desc node	5.3639e-08	2.8600e-07	1.7312e-06	
geo apparent, J2000, ecliptic	2451545.0	Saturn mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Saturn osc perihelion	4.8917e-08	3.9276e-07	1.7349e-06	
geo apparent, J2000, ecliptic	2451545.0	Saturn mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2451545.0	Saturn osc aphelion	5.2323e-08	3.1949e-07	1.7477e-06	
geo apparent, J2000, ecliptic	2451545.0	Moon natural apogee	1.0130e-06	3.1508e-07	1.1108e-12	
geo apparent, J2000, ecliptic	2451545.0	Moon natural perigee	6.9091e-06	1.9345e-07	2.8173e-12	
geo apparent, J2000, ecliptic	2451545.0	Sirius	7.0231e-10	1.2751e-09	4.5777e-11	
geo apparent, J2000, ecliptic	2451545.0	Vega	2.5747e-09	3.6743e-09	1.8682e-10	
geo apparent, J2000, ecliptic	2451545.0	Polaris	3.9570e-10	5.4324e-10	5.4294e-12	
geo apparent, J2000, ecliptic	2451545.0	Rigil Kentaurus	2.0159e-09	9.3979e-09	9.1937e-11	
geo apparent, J2000, ecliptic	2461300.5	Sun	4.7265e-07	4.5812e-08	9.9460e-12	
geo apparent, J2000, ecliptic	2461300.5	Moon	3.3819e-05	8.5898e-06	2.8069e-09	
geo apparent, J2000, ecliptic	2461300.5	Mercury	2.7172e-06	3.9093e-07	1.5999e-06	
geo apparent, J2000, ecliptic	2461300.5	Venus	3.4605e-07	8.3053e-08	5.6295e-07	
geo apparent, J2000, ecliptic	2461300.5	Earth	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Mars	2.2298e-07	1.3458e-08	8.2311e-07	
geo apparent, J2000, ecliptic	2461300.5	Jupiter	1.5775e-08	2.8757e-09	1.3451e-06	
geo apparent, J2000, ecliptic	2461300.5	Saturn	4.3961e-08	4.1480e-10	1.6073e-06	
geo apparent, J2000, ecliptic	2461300.5	Uranus	3.8461e-08	8.9797e-09	5.4267e-07	
geo apparent, J2000, ecliptic	2461300.5	Neptune	1.4453e-07	3.5579e-10	1.6734e-06	
geo apparent, J2000, ecliptic	2461300.5	Pluto	8.6553e-08	1.0232e-08	1.0621e-06	
geo apparent, J2000, ecliptic	2461300.5	Moon mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Moon osc asc node	4.8209e-08	1.5637e-07	1.2806e-11	
geo apparent, J2000, ecliptic	2461300.5	Moon mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Moon osc desc node	4.8209e-08	1.5637e-07	8.6362e-12	
geo apparent, J2000, ecliptic	2461300.5	Moon mean perihelion	9.7013e-12	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Moon osc perihelion	3.1306e-06	2.0480e-07	1.8101e-11	
geo apparent, J2000, ecliptic	2461300.5	Moon mean aphelion	7.5413e-09	3.7250e-07	1.0732e-15	
geo apparent, J2000, ecliptic	2461300.5	Moon osc aphelion	2.6443e-06	2.2792e-07	2.9217e-12	
geo apparent, J2000, ecliptic	2461300.5	Mercury mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Mercury osc asc node	4.8551e-09	1.0900e-07	1.3919e-06	
geo apparent, J2000, ecliptic	2461300.5	Mercury mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Mercury osc desc node	2.2021e-09	9.4943e-08	1.6296e-06	
geo apparent, J2000, ecliptic	2461300.5	Mercury mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Mercury osc perihelion	9.5394e-11	1.0931e-07	1.6136e-06	
geo apparent, J2000, ecliptic	2461300.5	Mercury mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Mercury osc aphelion	8.3420e-09	1.4729e-07	1.5548e-06	
geo apparent, J2000, ecliptic	2461300.5	Venus mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Venus osc asc node	1.3653e-10	2.2543e-07	1.3299e-06	
geo apparent, J2000, ecliptic	2461300.5	Venus mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Venus osc desc node	3.0378e-09	1.9440e-07	1.4210e-06	
geo apparent, J2000, ecliptic	2461300.5	Venus mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Venus osc perihelion	3.6076e-07	1.0785e-07	1.6104e-06	
geo apparent, J2000, ecliptic	2461300.5	Venus mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Venus osc aphelion	4.4600e-09	1.8311e-07	8.0714e-07	
geo apparent, J2000, ecliptic	2461300.5	Mars mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Mars osc asc node	4.5082e-09	3.5288e-07	2.3361e-07	
geo apparent, J2000, ecliptic	2461300.5	Mars mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Mars osc desc node	1.0594e-08	1.9792e-07	1.4056e-06	
geo apparent, J2000, ecliptic	2461300.5	Mars mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Mars osc perihelion	6.8900e-08	3.0898e-07	5.2241e-07	
geo apparent, J2000, ecliptic	2461300.5	Mars mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Mars osc aphelion	1.0686e-08	7.5289e-08	1.6609e-06	
geo apparent, J2000, ecliptic	2461300.5	Jupiter mean asc node	1.2127e-12	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Jupiter osc asc node	3.5403e-09	3.2142e-07	7.5172e-07	
geo apparent, J2000, ecliptic	2461300.5	Jupiter mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Jupiter osc desc node	8.7693e-10	3.6621e-07	1.5573e-07	
geo apparent, J2000, ecliptic	2461300.5	Jupiter mean perihelion	2.1222e-12	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Jupiter osc perihelion	2.4185e-08	1.4168e-07	1.5343e-06	
geo apparent, J2000, ecliptic	2461300.5	Jupiter mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Jupiter osc aphelion	1.9517e-08	9.6505e-08	1.6207e-06	
geo apparent, J2000, ecliptic	2461300.5	Saturn mean asc node	2.9104e-11	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Saturn osc asc node	1.8318e-08	2.9706e-07	9.6635e-07	
geo apparent, J2000, ecliptic	2461300.5	Saturn mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Saturn osc desc node	9.6191e-09	3.2174e-07	6.9736e-07	
geo apparent, J2000, ecliptic	2461300.5	Saturn mean perihelion	9.7013e-12	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Saturn osc perihelion	1.6925e-08	3.4184e-07	4.3114e-07	
geo apparent, J2000, ecliptic	2461300.5	Saturn mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, J2000, ecliptic	2461300.5	Saturn osc aphelion	1.7926e-09	3.5280e-07	8.3839e-08	
