surfaces		corrmask 7 observers						27	3								differs	
apparent	2442413.5	299	jupiter	true of date	ecliptic	5	69.2	179.7724118976/0.9394604636	179.7724119017/0.9394603715			3.320e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2442413.5	4	jupiter	true of date	ecliptic	5	69.2	187.4723616845/0.9938839727	187.4723616332/0.9938839026			3.129e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2442413.5	6	jupiter	true of date	ecliptic	5	69.2	128.2298739492/0.2530539582	128.2298739278/0.2530539542			7.858e-05			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2442413.5	7	jupiter	true of date	ecliptic	5	69.2	201.7370498352/0.7173580370	201.7370497581/0.7173580361			2.774e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2442413.5	8	jupiter	true of date	ecliptic	5	69.2	240.8225371231/1.6827175215	240.8225370629/1.6827174629			3.023e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2442413.5	9	jupiter	true of date	ecliptic	5	69.2	185.3351794500/14.6651968522	185.3351794587/14.6651967613			3.284e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	10	jupiter	true of date	ecliptic	5	69.2	216.2881166635/1.1746124947	216.2881167951/1.1746124448			5.065e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	301	jupiter	true of date	ecliptic	5	69.2	205.2631752728/1.2645014581	205.2631754143/1.2645014141			5.334e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	199	jupiter	true of date	ecliptic	5	69.2	219.3243902777/0.8286833174	219.3243904130/0.8286832731			5.123e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	299	jupiter	true of date	ecliptic	5	69.2	212.1808776731/1.4669846585	212.1808778190/1.4669846114			5.517e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	4	jupiter	true of date	ecliptic	5	69.2	228.5102640121/0.9785449002	228.5102640920/0.9785448161			4.175e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	6	jupiter	true of date	ecliptic	5	69.2	56.4785604584/-3.5115469327	56.4785609144/-3.5115471045			0.00175142347			0.00284359785	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	7	jupiter	true of date	ecliptic	5	69.2	302.0251414304/-0.3972376984	302.0251415573/-0.3972377111			4.592e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	8	jupiter	true of date	ecliptic	5	69.2	294.6342330871/0.4270637864	294.6342332054/0.4270637790			4.267e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2451545	9	jupiter	true of date	ecliptic	5	69.2	245.8070567101/9.9676100742	245.8070567868/9.9676101447			3.719e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	10	jupiter	true of date	ecliptic	5	69.2	108.6820929128/0.1813229709	108.6820927513/0.1813229136			6.169e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	301	jupiter	true of date	ecliptic	5	69.2	116.7943482627/0.2152906155	116.7943480723/0.2152905735			7.019e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	199	jupiter	true of date	ecliptic	5	69.2	113.0148108140/0.5128762417	113.0148106761/0.5128761871			5.340e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	299	jupiter	true of date	ecliptic	5	69.2	114.3938276201/0.2731865901	114.3938274939/0.2731865178			5.233e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	4	jupiter	true of date	ecliptic	5	69.2	105.7181395858/-0.3860589304	105.7181393727/-0.3860589282			7.673e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	6	jupiter	true of date	ecliptic	5	69.2	305.9188330863/-0.0997893938	305.9188332163/-0.0997892473			7.054e-04			0.00250199235	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	7	jupiter	true of date	ecliptic	5	69.2	49.8987158592/-0.3771105721	49.8987157123/-0.3771105966			5.362e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	8	jupiter	true of date	ecliptic	5	69.2	358.2345143465/-1.1129090548	358.2345143055/-1.1129089881			2.820e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2459001.5	9	jupiter	true of date	ecliptic	5	69.2	294.3742814268/-1.0325061446	294.3742813601/-1.0325061468			2.401e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	10	jupiter	true of date	ecliptic	5	69.2	310.3046152060/-0.6427140143	310.3046152442/-0.6427140684			2.385e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	301	jupiter	true of date	ecliptic	5	69.2	316.7370006482/-0.5628715266	316.7370006480/-0.5628715725			1.650e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	199	jupiter	true of date	ecliptic	5	69.2	305.5246940150/-0.6046233947	305.5246940500/-0.6046234403			2.071e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	299	jupiter	true of date	ecliptic	5	69.2	312.6489908219/-0.9632070881	312.6489908472/-0.9632071313			1.802e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	4	jupiter	true of date	ecliptic	5	69.2	325.8964722768/-0.4543777253	325.8964723348/-0.4543777645			2.517e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	6	jupiter	true of date	ecliptic	5	69.2	349.7398910009/-2.0328933499	349.7398910562/-2.0328933565			2.005e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	7	jupiter	true of date	ecliptic	5	69.2	47.1492775460/-0.3510559705	47.1492776443/-0.3510560362			4.256e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	8	jupiter	true of date	ecliptic	5	69.2	355.6738257190/-1.3298478925	355.6738257072/-1.3298479143			8.947e-05			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2461299.5	9	jupiter	true of date	ecliptic	5	69.2	305.2620221709/-3.7581917828	305.2620222212/-3.7581917645			1.925e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	10	jupiter	true of date	ecliptic	5	69.2	297.8423157435/-0.3767648792	297.8423157402/-0.3767648567			8.193e-05			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	301	jupiter	true of date	ecliptic	5	69.2	301.7242948703/-0.4560145324	301.7242948662/-0.4560145111			7.820e-05			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	199	jupiter	true of date	ecliptic	5	69.2	297.4156188808/0.0450450839	297.4156188726/0.0450451139			1.120e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	299	jupiter	true of date	ecliptic	5	69.2	295.9146787712/-0.5063744824	295.9146787750/-0.5063744709			4.383e-05			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	4	jupiter	true of date	ecliptic	5	69.2	280.0164388493/-0.0801552306	280.0164389011/-0.0801552068			2.050e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	6	jupiter	true of date	ecliptic	5	69.2	298.7392970977/-0.2756964554	298.7392971035/-0.2756963727			2.987e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	7	jupiter	true of date	ecliptic	5	69.2	182.9015036233/0.7852341565	182.9015036003/0.7852340938			2.404e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	8	jupiter	true of date	ecliptic	5	69.2	45.3303757670/-1.9172276499	45.3303757224/-1.9172276812			1.961e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2469807.5	9	jupiter	true of date	ecliptic	5	69.2	334.2813369315/-11.7452050229	334.2813369196/-11.7452049963			1.046e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	10	jupiter	true of date	ecliptic	5	69.2	10.9916178680/-1.2988380139	10.9916181866/-1.2988379601			0.00116301974			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	301	jupiter	true of date	ecliptic	5	69.2	21.2241144286/-1.2765074349	21.2241147402/-1.2765073864			0.00113506371			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	199	jupiter	true of date	ecliptic	5	69.2	7.0073989189/-1.7741115977	7.0073992496/-1.7741115452			0.00120479881			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	299	jupiter	true of date	ecliptic	5	69.2	12.0074298759/-1.4859564830	12.0074301666/-1.4859564438			0.0010558648			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	4	jupiter	true of date	ecliptic	5	69.2	22.3290585100/-0.9759077333	22.3290588157/-0.9759076887			0.00111184945			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	6	jupiter	true of date	ecliptic	5	69.2	211.2685485498/3.8562674904	211.2685483304/3.8562675660			8.339e-04			0.00284082435	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	7	jupiter	true of date	ecliptic	5	69.2	18.4958481615/-0.7711515488	18.4958483713/-0.7711515642			7.570e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	8	jupiter	true of date	ecliptic	5	69.2	160.2904713930/0.8526892347	160.2904716374/0.8526891936			8.920e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
apparent	2488069.5	9	jupiter	true of date	ecliptic	5	69.2	31.2108152893/-15.3576394063	31.2108154612/-15.3576393625			6.172e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets
deflection	2378496.5	10	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		0		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2378496.5	301	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.058e-10		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2378496.5	199	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.272e-10		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2378496.5	299	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		7.429e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2378496.5	4	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.534e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2378496.5	6	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		2.424e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2378496.5	7	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		2.020e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2378496.5	8	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.353e-10		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2378496.5	9	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		8.206e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2415020.5	10	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		0		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2415020.5	301	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		8.379e-12		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2415020.5	199	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		2.727e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2415020.5	299	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		2.289e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2415020.5	4	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		4.436e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2415020.5	6	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.896e-10		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2415020.5	7	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		4.240e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2415020.5	8	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		4.956e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2415020.5	9	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.013e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2442413.5	10	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		0		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2442413.5	301	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.774e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2442413.5	199	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		5.846e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2442413.5	299	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		4.985e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2442413.5	4	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.196e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2442413.5	6	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		2.195e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2442413.5	7	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		9.890e-12		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2442413.5	8	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		7.271e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2442413.5	9	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.003e-10		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2451545	10	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		0		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2451545	301	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.503e-10		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2451545	199	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		8.837e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2451545	299	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.507e-10		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2451545	4	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.099e-10		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2451545	6	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		3.360e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2451545	7	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		2.205e-10		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2451545	8	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		2.558e-10		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2451545	9	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		4.328e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2459001.5	10	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		0		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2459001.5	301	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		4.640e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2459001.5	199	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		2.895e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2459001.5	299	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		2.795e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2459001.5	4	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		3.732e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2459001.5	6	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		8.526e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2459001.5	7	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.667e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2459001.5	8	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		2.573e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2459001.5	9	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		2.196e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2461299.5	10	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		0		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2461299.5	301	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		9.561e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2461299.5	199	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		9.079e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2461299.5	299	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		6.575e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2461299.5	4	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		3.240e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2461299.5	6	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		2.284e-10		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2461299.5	7	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		5.065e-12		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2461299.5	8	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.230e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2461299.5	9	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.752e-10		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2469807.5	10	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		0		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2469807.5	301	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.188e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2469807.5	199	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		4.265e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2469807.5	299	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		4.149e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2469807.5	4	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		8.491e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2469807.5	6	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		7.705e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2469807.5	7	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		2.965e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2469807.5	8	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		2.715e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2469807.5	9	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		3.695e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2488069.5	10	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		0		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2488069.5	301	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		2.565e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2488069.5	199	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		5.113e-13		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2488069.5	299	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.586e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2488069.5	4	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.484e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2488069.5	6	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		6.447e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2488069.5	7	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.492e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2488069.5	8	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		1.804e-12		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
deflection	2488069.5	9	jupiter	ICRF	equator	3	69.2				textbook deflection (USNO Circular 179) on each server's own mask-1 answer		2.727e-11		2.000e-04	3	agree	theirs does not list masks 1 and 3 from a body centre
horizons-bary	2378496.5	10	bary	ICRF	equator	0	69.2	303.3745220200/-20.4855475282	303.3745089555/-20.4855568298	303.3745220200/-20.4855475282	Horizons bary-sun vectors	0.0553388553	1.120e-07	0.0553387547	km ours 0.001 theirs 1.5	2	agree	position error km ours 0.000 theirs 0.272
horizons-bary	2415020.5	10	bary	ICRF	equator	0	69.2	61.5791288857/20.0257209641	61.5791301331/20.0257222028	61.5791288857/20.0257209641	Horizons bary-sun vectors	0.00613866271	4.128e-11	0.00613866266	km ours 0.001 theirs 1.5	2	agree	position error km ours 0.000 theirs 0.036
horizons-bary	2442413.5	10	bary	ICRF	equator	0	69.2	182.8316334415/0.3320150065	182.8316353091/0.3319766898	182.8316334417/0.3320150065	Horizons bary-sun vectors	0.138103983	4.766e-07	0.138103772	km ours 0.001 theirs 1.5	2	agree	position error km ours 0.000 theirs 0.287
horizons-bary	2451545	10	bary	ICRF	equator	0	69.2	200.3509367080/-6.9127167505	200.3509345673/-6.9127252998	200.3509367080/-6.9127167505	Horizons bary-sun vectors	0.0317141183	2.219e-07	0.0317140868	km ours 0.001 theirs 1.5	2	agree	position error km ours 0.000 theirs 0.421
horizons-bary	2459001.5	10	bary	ICRF	equator	0	69.2	128.1801859320/19.2163653845	128.1802077338/19.2163595762	128.1801859313/19.2163653846	Horizons bary-sun vectors	0.0770066332	2.216e-06	0.0770088463	km ours 0.001 theirs 1.5	2	agree	position error km ours 0.000 theirs 0.694
horizons-bary	2461299.5	10	bary	ICRF	equator	0	69.2	254.4026508265/-21.6238829879	254.4027200237/-21.6238786860	254.4026508276/-21.6238829880	Horizons bary-sun vectors	0.232095385	3.630e-06	0.232091816	km ours 0.001 theirs 1.5	2	agree	position error km ours 0.000 theirs 1.050
horizons-bary	2469807.5	10	bary	ICRF	equator	0	69.2	284.5148286668/-22.5344034475	284.5148137258/-22.5344043295	284.5148286668/-22.5344034475	Horizons bary-sun vectors	0.0497822655	3.194e-07	0.0497825849	km ours 0.001 theirs 1.5	2	agree	position error km ours 0.000 theirs 0.211
horizons-bary	2488069.5	10	bary	ICRF	equator	0	69.2	7.1011600942/1.2014290604	7.1011666630/1.2014431604	7.1011600943/1.2014290604	Horizons bary-sun vectors	0.0559958235	1.892e-07	0.0559956828	km ours 0.001 theirs 1.5	2	agree	position error km ours 0.000 theirs 0.356
horizons-topo	2444664.6	10	topo zurich	ICRF	equator	1	51.496361	342.1787066642/-7.5609574819	342.1787066374/-7.5609576195	342.1787066640/-7.5609574820	Horizons topo-zurich-sun q1	5.043e-04	7.235e-07	5.039e-04	ours 0.0001 theirs 0.002087	2	agree	
apparent-topo	2444664.6	10	topo zurich	true of date	ecliptic	7	51.496361	340.4167432558/-0.0018030035	340.4167430551/-0.0018031259			8.465e-04			0.00208705075	2	agree	Earth rotation from Horizons' LAST; see this row's horizons-topo
horizons-topo	2449900.85	10	topo zurich	ICRF	equator	1	61.221153	100.9614577132/23.0559405094	100.9614577450/23.0559405205	100.9614577110/23.0559405070	Horizons topo-zurich-sun q1	1.129e-04	1.115e-05	1.227e-04	ours 0.0001 theirs 0.002034	2	agree	
apparent-topo	2449900.85	10	topo zurich	true of date	ecliptic	7	61.221153	100.0106446211/-0.0013185873	100.0106446174/-0.0013185721			5.618e-05			0.00203421501	2	agree	Earth rotation from Horizons' LAST; see this row's horizons-topo
